"new.Vd"	"new.ke"
0.791552245683481	0.497921154756593
0.37315302427827	0.698602759995602
0.491238804630904	0.739329758090079
0.820118212133045	0.0971892973851754
0.274873393038527	0.449318504294425
0.608775687062928	0.0777728550371166
0.905561163210616	0.300333081035913
0.512615419271697	0.251045715982827
0.506336757409281	0.0692519477541226
0.270345230625275	0.661918950360455
0.807677562492594	0.697631980481031
0.876390687086149	0.489113767805734
0.675341394318884	0.67299010341184
0.497771878300398	0.45122904139327
0.172683301189415	0.143193389913804
0.488862430462928	0.483589901416812
0.515149339470608	0.90475955134096
0.369031440108149	0.173808322857667
0.661944757747002	0.16654464026606
0.366045403303804	0.21604091909007
0.075013917283405	0.549374548285511
0.320813631782905	0.629715932445901
0.481632935051798	0.368429560474794
0.632330959699546	0.957890196439719
0.102086478832359	0.46810274807938
0.764958374982438	0.897961069533361
0.954091984720573	0.582944246317594
0.39969464965801	0.912392667339796
0.520479043618148	0.385337388814501
0.745066957363434	0.383370371559251
0.146550250364629	0.806164798116612
0.787752171766188	0.765061734539845
0.518511958448016	0.708892667592254
0.915330698554783	0.444315970528907
0.769783548913186	0.712349832698978
0.620236142332168	0.157964163748747
0.793107257171381	0.908227707808036
0.884093772408309	0.91304856465972
0.101933775721636	0.270553326901201
0.388677129813321	0.477788332267322
0.747447222844023	0.764645274078384
0.893647801278373	0.562014869883671
0.19133776520501	0.20389723090518
0.850052453192138	0.351998170826571
0.907667339795794	0.121979858338357
0.763964125969383	0.0828895164883983
0.786897834345247	0.0959569185973321
0.072229777784997	0.722519848559525
0.522950754629207	0.243705047029055
0.122402336609236	0.480463879969549
0.588497652844652	0.888819113238042
0.660634746881867	0.74607958133169
0.426838914355088	0.831619870848434
0.935749331216076	0.951602404637995
0.460386851991432	0.2805203514445
0.760368920025042	0.703166172255
0.66942462010635	0.0613392581747002
0.659814670283242	0.884478618753968
0.195767056052132	0.333353914071607
0.499576698367383	0.46384241313393
0.275744355368582	0.549284810667891
0.206837869502989	0.286452663171362
0.400278206483795	0.27374806026552
0.212062507999347	0.741980811612294
0.86432288564366	0.758330231793478
0.21746580166014	0.181440528037335
0.898495134733743	0.334049136509477
0.954918041829635	0.840867688261992
0.0801334819141728	0.456869832862313
0.0886546965989575	0.876758982811681
0.765376523956741	0.793852106562031
0.534672908938748	0.565626607688641
0.636941924822064	0.283219451848862
0.464971589350999	0.448251184973916
0.533706339953893	0.420840641823404
0.620188298669917	0.0658287461105696
0.300371385436107	0.307499577859601
0.532895237490939	0.466911288875297
0.394473296082438	0.245177884206537
0.345277242517616	0.733307275691322
0.562662518386021	0.730402798764675
0.197649365370018	0.700365486983685
0.407236527218801	0.6532673311588
0.136961078360556	0.79547336702447
0.139423499507794	0.195287792339632
0.477654176903703	0.776881737435144
0.95039262808375	0.329325286583239
0.157939932609507	0.155174877556043
0.0697736059067842	0.0867774047438479
0.671699892180425	0.753187943706093
0.782845810626459	0.915386427539017
0.526226305091972	0.571833681069012
0.650201304319443	0.513370666437315
0.395132585960771	0.504957492370025
0.414569486050257	0.212026687995006
0.630110651073393	0.683487709289317
0.827114665414775	0.647857400838706
0.463911450884583	0.489434674223939
0.324046020164228	0.43737414818203
0.788466131058753	0.605385144407656
0.369524191706053	0.209202286082623
0.674176543631466	0.698130032924166
0.93199654111752	0.3496452051262
0.720971429838038	0.505171180809176
0.733602943359801	0.20689834557531
0.532405148625054	0.389417331744126
0.362159695023294	0.102498927523418
0.842360972933164	0.214851715856046
0.340211407699155	0.812815529001791
0.482379663514396	0.304324038763754
0.720740991254793	0.0572178137845518
0.529140278156734	0.273085420584344
0.205274218774524	0.1289488147079
0.584115109984099	0.637858821670028
0.618724805589033	0.683615072382661
0.603578326931271	0.137170372690889
0.189383057884315	0.499339134773118
0.826730741035142	0.167523638869736
0.940317353939916	0.104307075389994
0.870456489060646	0.322642845437148
0.851989868972899	0.0915484181981573
0.415841822269268	0.206944167571922
0.776492591846252	0.32541343769449
